route_id,agency_id,route_short_name,route_long_name,route_type
538,1,538,ARUJA (CENTRO) - GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),3
5401,1,5401,CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5402,1,5402,BANANAL (TERMINAL RODOVIARIO AQUINO CARVALHO DOS SANTOS) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
5403,1,5403,AREIAS (CENTRO) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5403EX1,1,5403EX1,SAO JOSE DO BARREIRO (TERMINAL RODOVIARIO DE SAO JOSE DO BARREIRO) - CRUZEIRO (VILA BRASIL),3
5404,1,5404,QUELUZ (TERMINAL RODOVIARIO DE QUELUZ) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5405,1,5405,LAVRINHAS (CAPELA DO JACU) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5406,1,5406,CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5407,1,5407,LORENA (TERMINAL RODOVIARIO DE LORENA) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5407VP2,1,5407VP2,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
541,1,541,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - GUARULHOS (SHOPPING BONSUCESSO),3
542,1,542,CARAPICUIBA (ALDEIA) - SANTANA DE PARNAIBA (ALPHAVILLE 10),3
549,1,549,ARUJA (MIRANTE) - SAO PAULO (SAO MIGUEL PAULISTA),3
550,1,550,PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (ALPHAVILLE 3 / BRADESCO),3
5501,1,5501,SAO SEBASTIAO (TERMINAL RODOVIARIO DE SAO SEBASTIAO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5503,1,5503,SAO SEBASTIAO (TERMINAL RODOVIARIO DE SAO SEBASTIAO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5504,1,5504,CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5505,1,5505,SAO SEBASTIAO (BALSA) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
5506,1,5506,UBATUBA (TERMINAL RODOVIARIO NAIM ELIAS ABDALLA) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
5506DV1,1,5506DV1,UBATUBA (TERMINAL RODOVIARIO NAIM ELIAS ABDALLA) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
5508,1,5508,UBATUBA (TERMINAL RODOVIARIO DE UBATUBA - LITORANEA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5509,1,5509,NATIVIDADE DA SERRA (BAIRRO ALTO) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
551,1,551,EMBU DAS ARTES (JARDIM MIMAS) - SAO PAULO (METRO CAPAO REDONDO),3
5511,1,5511,UBATUBA (TERMINAL RODOVIARIO DE UBATUBA - SAO JOSE) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
551BI1,1,551BI1,EMBU DAS ARTES (JARDIM SAO LUIZ) - SAO PAULO (METRO CAPAO REDONDO),3
552,1,552,GUARULHOS (PARQUE SANTOS DUMONT) - SAO PAULO (METRO ARMENIA),3
555,1,555,GUARULHOS (COCAIA) - SAO PAULO (METRO ARMENIA),3
557,1,557,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - OSASCO (VILA YARA),3
558,1,558,EMBU-GUACU (CHACARA FLORIDA) - SAO PAULO (METRO CAPAO REDONDO),3
559,1,559,CARAPICUIBA (COHAB V) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),3
563,1,563,EMBU-GUACU (VILA LOURO) - SAO PAULO (METRO CAPAO REDONDO),3
564,1,564,SANTANA DE PARNAIBA (CENTRO) - SAO PAULO (MORRO DOCE),3
565,1,565,SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO - GLEBA C) - SAO PAULO (LAPA),3
566,1,566,MAIRIPORA (TERMINAL RODOVIARIO CIDADE BONITA SIGUEMI AIACYDA) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
568,1,568,ARUJA (VILA PEDROSO) - SAO PAULO (METRO ARMENIA),3
572,1,572,OSASCO (JARDIM SANTA MARIA) - SAO PAULO (METRO MORUMBI),3
573,1,573,GUARULHOS (PARQUE CONTINENTAL II) - SAO PAULO (METRO CARRAO),3
578,1,578,GUARULHOS (VILA MOREIRA) - SAO PAULO (METRO ARMENIA),3
579,1,579,OSASCO (VILA YOLANDA) - BARUERI (ALPHAVILLE / GREEN VALLEY),3
580,1,580,GUARULHOS (CIDADE SOBERANA) - SAO PAULO (METRO ARMENIA),3
581,1,581,OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21) - COTIA (KM 24 - RODOVIA RAPOSO TAVARES),3
582,1,582,EMBU-GUACU (VILA DIRCE) - SAO PAULO (CIPO DO MEIO),3
584,1,584,GUARULHOS (PARQUE PRIMAVERA) - SAO PAULO (METRO CARRAO),3
585,1,585,GUARULHOS (COCAIA) - SAO PAULO (METRO ARMENIA),3
587,1,587,TABOAO DA SERRA (JARDIM MONTE ALEGRE) - SAO PAULO (METRO CAMPO LIMPO),3
588,1,588,GUARULHOS (VILA ANY) - SAO PAULO (METRO ARMENIA),3
589,1,589,POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - SAO PAULO (PENHA),3
591,1,591,GUARULHOS (JARDIM PARAISO) - SAO PAULO (METRO PENHA),3
591DV1,1,591DV1,GUARULHOS (JARDIM PARAISO) - SAO PAULO (METRO PENHA),3
596,1,596,GUARULHOS (VILA ANY) - SAO PAULO (ESTACAO CPTM SAO MIGUEL PAULISTA),3
598,1,598,ARUJA (MIRANTE) - GUARULHOS (JARDIM SANTA MENA),3
600,1,600,INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO) - CAMPINAS (TERMINAL METROPOLITANO MAGALHAES TEIXEIRA),3
601,1,601,INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO) - CAMPINAS (TERMINAL METROPOLITANO MAGALHAES TEIXEIRA),3
604,1,604,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
604DV1,1,604DV1,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
604EX1,1,604EX1,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - CAMPINAS (SHOPPING PARQUE DOM PEDRO I),3
606,1,606,COSMOPOLIS (CENTRO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
606DV1,1,606DV1,COSMOPOLIS (CENTRO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
606EX1,1,606EX1,ARTUR NOGUEIRA (CORACAO CRIANCA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
607,1,607,COSMOPOLIS (CENTRO) - CAMPINAS (SHOPPING PARQUE DOM PEDRO I),3
608,1,608,COSMOPOLIS (VILA FONTANA) - ENGENHEIRO COELHO (TERMINAL RODOVIARIO DE ENGENHEIRO COELHO),3
609,1,609,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - COSMOPOLIS (CENTRO),3
6101,1,6101,BOITUVA (CENTRO) - SOROCABA (CENTRO),3
6105,1,6105,SARAPUI (CENTRO) - SOROCABA (CENTRO),3
6106,1,6106,TIETE (CENTRO) - CERQUILHO (JARDIM NOVA CERQUILHO),3
6108,1,6108,TATUI (CENTRO) - SOROCABA (CENTRO),3
6108EX1,1,6108EX1,TATUI (CENTRO) - SOROCABA (FACENS),3
6108EX2,1,6108EX2,TATUI (CENTRO) - SOROCABA (UNIP),3
6108EX3,1,6108EX3,TATUI (CENTRO) - SOROCABA (UNIP),3
6108EX4,1,6108EX4,CAPELA DO ALTO (CENTRO) - TATUI (JARDIM AEROPORTO),3
6109,1,6109,CESARIO LANGE (HARAS DO SUL) - TIETE (CENTRO),3
6110,1,6110,TATUI (CENTRO) - SOROCABA (CENTRO),3
6113,1,6113,ITAPETININGA (TERMINAL RODOVIARIO DE ITAPETININGA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6114,1,6114,ITAPETININGA (TERMINAL RODOVIARIO DE ITAPETININGA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6115,1,6115,ITAPETININGA (TERMINAL RODOVIARIO DE ITAPETININGA) - TATUI (TERMINAL RODOVIARIO DE TATUI),3
6115EX1,1,6115EX1,ITAPETININGA (FATEC / FKB) - TATUI (JARDIM LUCILA),3
6116,1,6116,SARAPUI (CENTRO) - ITAPETININGA (CENTRO),3
6118,1,6118,ALAMBARI (TATETU) - ITAPETININGA (CENTRO),3
6119,1,6119,ALAMBARI (TATETU) - ITAPETININGA (CENTRO),3
612,1,612,JAGUARIUNA (VARGEAO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
6120,1,6120,ALAMBARI (CERCADINHO) - ITAPETININGA (CENTRO),3
612DV1,1,612DV1,JAGUARIUNA (VARGEAO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
614,1,614,ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES) - CAMPINAS (TERMINAL MULTIMODAL RAMOS AZEVEDO),3
615,1,615,ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
616,1,616,PEDREIRA (JARDIM ANDRADE) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
617,1,617,JAGUARIUNA (CENTRO) - HOLAMBRA (CENTRO),3
617PR1,1,617PR1,JAGUARIUNA (CENTRO) - HOLAMBRA (CENTRO),3
618,1,618,SANTO ANTONIO DE POSSE (JARDIM SAO JUDAS) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
619,1,619,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (CIDADE NOVA),3
620,1,620,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (JARDIM MOLLON),3
6201,1,6201,PORTO FELIZ (CENTRO) - SOROCABA (CENTRO),3
6206,1,6206,SALTO (CENTRO) - ITU (CENTRO),3
6207,1,6207,SALTO (CENTRO) - ITU (CENTRO),3
6207VP1,1,6207VP1,SALTO (AVENIDA DOS TRABALHADORES) - ITU (CENTRO),3
6208,1,6208,SALTO (CENTRO) - SOROCABA (CENTRO),3
6209,1,6209,ITU (CENTRO) - SOROCABA (CENTRO),3
621,1,621,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (CONJ. HAB. ROBERTO ROMANO),3
6213,1,6213,BOITUVA (CENTRO) - TATUI (CENTRO),3
6213EX1,1,6213EX1,PORTO FELIZ (CENTRO) - BOITUVA (CENTRO),3
6214,1,6214,MAIRINQUE (JARDIM CRUZEIRO) - SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA),3
6215,1,6215,MAIRINQUE (JARDIM CRUZEIRO) - SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA),3
6218,1,6218,SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA) - IBIUNA (CENTRO),3
6219,1,6219,SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA) - ALUMINIO (BAIRRO PEDAGIO),3
6219DV1,1,6219DV1,SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA) - ALUMINIO (BAIRRO PEDAGIO),3
622,1,622,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (RODOTERMINAL DE STA BARBARA D OESTE),3
6220,1,6220,ALUMINIO (BAIRRO PEDAGIO) - SAO ROQUE (CATARINA FASHION OUTLET),3
6220EX1,1,6220EX1,SAO ROQUE (CENTRO) - SAO ROQUE (CATARINA FASHION OUTLET),3
6222,1,6222,PORTO FELIZ (CENTRO) - ITU (CENTRO),3
6222BI1,1,6222BI1,PORTO FELIZ (JARDIM VANTE) - ITU (CENTRO),3
6222BI2,1,6222BI2,PORTO FELIZ (VILA POPULAR) - ITU (CENTRO),3
6223,1,6223,IBIUNA (CENTRO) - PIEDADE (CENTRO),3
6224,1,6224,MAIRINQUE (CENTRO) - SOROCABA (CENTRO),3
6224EX1,1,6224EX1,SAO ROQUE (CENTRO) - SOROCABA (CENTRO),3
6224VP1,1,6224VP1,ALUMINIO (CENTRO) - SOROCABA (CENTRO),3
6225,1,6225,ITU (TERMINAL CIDADE NOVA - PIRAPITINGUI) - SAO ROQUE (CATARINA FASHION OUTLET),3
6226,1,6226,ITU (TERMINAL CIDADE NOVA - PIRAPITINGUI) - MAIRINQUE (BAIRRO SAO JOSE),3
623,1,623,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (CIDADE NOVA),3
624,1,624,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
624DV1,1,624DV1,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
625,1,625,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
626,1,626,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
627,1,627,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - SANTA BARBARA D OESTE (RODOTERMINAL DE STA BARBARA D OESTE),3
628,1,628,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (RODOTERMINAL DE STA BARBARA D OESTE),3
629,1,629,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (SAO JOAQUIM),3
630,1,630,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (SAO JOAQUIM),3
6302,1,6302,TAPIRAI (CENTRO) - PIEDADE (CENTRO),3
6305,1,6305,VOTORANTIM (CENTRO) - SOROCABA (CENTRO),3
6306,1,6306,PIEDADE (CENTRO) - SOROCABA (CENTRO),3
6308,1,6308,VOTORANTIM (CENTRO) - SOROCABA (CENTRO),3
631,1,631,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (VILA RICA),3
6311,1,6311,VOTORANTIM (VILA NOVA) - SOROCABA (CENTRO),3
6311EX1,1,6311EX1,VOTORANTIM (JARDIM FORTALEZA) - SOROCABA (CENTRO),3
6312,1,6312,VOTORANTIM (CENTRO) - SOROCABA (CENTRO),3
6315,1,6315,SALTO DE PIRAPORA (CAMPO LARGO) - SOROCABA (CENTRO),3
6315VP1,1,6315VP1,SALTO DE PIRAPORA (JARDIM PRIMAVERA) - SOROCABA (CENTRO),3
6316,1,6316,SALTO DE PIRAPORA (CAMPO LARGO) - SOROCABA (CENTRO),3
6316EX1,1,6316EX1,SALTO DE PIRAPORA (RECANTO SAO MANOEL) - SOROCABA (CENTRO),3
6316EX2,1,6316EX2,SALTO DE PIRAPORA (JARDIM TEIXEIRA) - SOROCABA (CENTRO),3
6317,1,6317,SALTO DE PIRAPORA (CAMPO LARGO) - SOROCABA (CENTRO),3
632,1,632,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (VILA RICA),3
6320,1,6320,ARACOIABA DA SERRA (MARIA PAULA ESPOSITO) - SOROCABA (CENTRO),3
6320BI1,1,6320BI1,ARACOIABA DA SERRA (MARIA PAULA ESPOSITO) - SOROCABA (TERMINAL SAO PAULO),3
6321,1,6321,ARACOIABA DA SERRA (MARIA PAULA ESPOSITO) - SOROCABA (CENTRO),3
6322,1,6322,IPERO (JARDIM VITORINO) - BOITUVA (CENTRO),3
6322EX1,1,6322EX1,IPERO (BACAETAVA) - BOITUVA (CENTRO),3
6323,1,6323,IPERO (CENTRO) - TATUI (CENTRO),3
6324,1,6324,IPERO (CENTRO) - SOROCABA (BAIRRO BOM JESUS),3
6325,1,6325,IPERO (CENTRO) - SOROCABA (CENTRO),3
6326,1,6326,IPERO (PRESIDIO ODON RAMOS MARANHAO) - SOROCABA (CENTRO),3
6327,1,6327,IPERO (VILA DO DEPOSITO) - BOITUVA (CENTRO),3
6328,1,6328,IPERO (PRESIDIO ODON RAMOS MARANHAO) - BOITUVA (CENTRO),3
633,1,633,SANTA BARBARA D OESTE (RODOTERMINAL DE SANTA BARBARA D OESTE) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
6330,1,6330,IPERO (GEORGE OETTERER) - SOROCABA (CENTRO),3
6333,1,6333,SAO MIGUEL ARCANJO (TERMINAL RODOVIARIO BENTO FRANCA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6334,1,6334,SAO MIGUEL ARCANJO (TERMINAL RODOVIARIO BENTO FRANCA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6335,1,6335,ARACOIABA DA SERRA (CERCADO) - SOROCABA (CENTRO),3
6338,1,6338,PIEDADE (CENTRO) - SOROCABA (CENTRO),3
6338EX1,1,6338EX1,PIEDADE (CENTRO) - SOROCABA (CENTRO),3
6339,1,6339,SAO MIGUEL ARCANJO (CENTRO) - ITAPETININGA (CENTRO),3
633VP1,1,633VP1,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
634,1,634,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - NOVA ODESSA (JARDIM SANTA ROSA),3
6340,1,6340,SAO MIGUEL ARCANJO (CENTRO) - ITAPETININGA (CENTRO),3
635,1,635,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
636,1,636,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
636EX1,1,636EX1,NOVA ODESSA (ESTACAO RODOVIARIA DONA CATHARINA FERNANDEZ WELSH) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
636PR1,1,636PR1,SUMARE (JD. JOAO PAULO II) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
636PR2,1,636PR2,SUMARE (JARDIM MACARENKO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
637,1,637,SUMARE (JARDIM LUCELIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
638,1,638,SUMARE (JARDIM JOAO PAULO II) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
639,1,639,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SUMARE (TERMINAL RODOVIARIO DE SUMARE),3
640,1,640,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SUMARE (JARDIM RESIDENCIAL BORDON),3
642,1,642,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - CAMPINAS (UNICAMP),3
644,1,644,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SUMARE (TERMINAL RODOVIARIO DE SUMARE),3
647,1,647,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - NOVA ODESSA (JARDIM DAS PALMEIRAS),3
649,1,649,PAULINIA (CONJUNTO HABITACIONAL TEREZA Z. VEDOVELO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
651,1,651,SUMARE (RESIDENCIAL REAL PARQUE) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
652,1,652,SUMARE (JARDIM JOAO PAULO II) - CAMPINAS (UNICAMP),3
652EX1,1,652EX1,SUMARE (JARDIM DALL ORTO) - CAMPINAS (UNICAMP),3
652EX2,1,652EX2,SUMARE (JARDIM DALL ORTO) - CAMPINAS (CAMPINAS SHOPPING IGUATEMI),3
653,1,653,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (UNICAMP),3
654,1,654,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (SHOPPING IGUATEMI),3
654BI1,1,654BI1,SUMARE (PARQUE RESIDENCIAL IPIRANGA) - CAMPINAS (SHOPPING IGUATEMI),3
655,1,655,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (SHOPPING IGUATEMI),3
655PR1,1,655PR1,SUMARE (JARDIM JOAO PAULO II) - CAMPINAS (SHOPPING IGUATEMI),3
657,1,657,SUMARE (PARQUE IDEAL) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
658,1,658,SUMARE (ESTACAO DE TRANSFERENCIA KM 110 - JARDIM MARIA ANTONIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
659,1,659,SUMARE (PARQUE RESIDENCIAL IPIRANGA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
660,1,660,SUMARE (JARDIM SAO GERONIMO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
661,1,661,PAULINIA (CONJUNTO HABITACIONAL TEREZA Z. VEDOVELO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
662,1,662,SUMARE (JARDIM SAO GERONIMO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
663,1,663,SUMARE (PARQUE RESIDENCIAL SALERNO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
664,1,664,PAULINIA (CONJUNTO HABITACIONAL TEREZA Z. VEDOVELO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
666,1,666,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - PAULINIA (CENTRO),3
668,1,668,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - HORTOLANDIA (ROSOLEM),3
673,1,673,SANTO ANTONIO DE POSSE (CENTRO) - HOLAMBRA (CENTRO),3
673EX1,1,673EX1,SANTO ANTONIO DE POSSE (CENTRO) - HOLAMBRA (CENTRO),3
673EX2,1,673EX2,SANTO ANTONIO DE POSSE (CENTRO) - HOLAMBRA (CENTRO),3
674,1,674,VINHEDO (CAPELA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
675,1,675,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - CAMPINAS (CENTRO),3
676,1,676,VALINHOS (JARDIM DO LAGO) - CAMPINAS (CENTRO),3
677,1,677,VALINHOS (PARQUE DAS COLINAS) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
678,1,678,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - CAMPINAS (ESCOLA DE CADETES),3
679,1,679,VALINHOS (PARQUE DAS FIGUEIRAS) - CAMPINAS (TREVO DA BOSCH),3
680,1,680,VALINHOS (PARQUE DAS FIGUEIRAS) - CAMPINAS (TREVO DA BOSCH),3
680VP1,1,680VP1,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - CAMPINAS (TREVO DA BOSCH),3
683,1,683,VALINHOS (JARDIM AMERICA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
685,1,685,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),3
686,1,686,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (JARDIM SAO DOMINGOS),3
687,1,687,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (AEROPORTO INTERNACIONAL DE VIRACOPOS),3
687EX1,1,687EX1,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (JARDIM CAMPO BELO),3
687EX2,1,687EX2,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (JARDIM CAMPO BELO),3
688,1,688,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
693,1,693,HOLAMBRA (CENTRO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
694,1,694,HORTOLANDIA (BOA ESPERANCA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
695,1,695,HORTOLANDIA (JARDIM SANTIAGO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
696,1,696,HORTOLANDIA (PARQUE DO HORTO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
697,1,697,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
698,1,698,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
699,1,699,HORTOLANDIA (NOVA HORTOLANDIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
700,1,700,HORTOLANDIA (JARDIM AMANDA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
701,1,701,HORTOLANDIA (JARDIM AMANDA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
702,1,702,HORTOLANDIA (PARQUE ORESTE ONGARO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
703,1,703,HORTOLANDIA (JARDIM NOVO CAMBUI) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
704,1,704,HORTOLANDIA (SUMAREZINHO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
